word0	score	success	speed
reese	0.4438219732337379	0.8540305010893247	4.03641456582633
eerie	0.44295051353874876	0.8450046685340803	4.022720199190787
erase	0.43610333022097725	0.8814192343604108	4.040149393090569
eater	0.43560535325241206	0.8842203548085901	4.056333644568939
aerie	0.4352318705259881	0.8773731714908185	4.017429193899782
easel	0.4285091814503579	0.8779956427015251	4.021164021164021
lease	0.4285091814503579	0.8941798941798942	4.079053843759726
elate	0.4280112044817927	0.8923124805477747	4.029567382508559
tease	0.42521008403361343	0.8910675381263616	4.044195455960162
elena	0.42290694055399936	0.8907563025210085	4.056644880174292
arena	0.422782446311858	0.8811079987550576	4.027388733271086
eaten	0.41960784313725485	0.8916900093370682	4.093370681605975
deere	0.41618425147836907	0.8829754123871771	4.124494242141301
terre	0.4088390911920324	0.873015873015873	4.11484593837535
cease	0.40672268907563025	0.8976034858387799	4.137254901960785
melee	0.4055399937752879	0.8867102396514162	4.194833488951136
berea	0.40267662620603795	0.8835978835978836	4.086523498288204
tepee	0.40217864923747276	0.8807967631497043	4.181450357920946
eager	0.40186741363211953	0.8664799253034547	4.049486461251167
agree	0.4018674136321195	0.8789293495175848	4.091192032368503
rater	0.4011204481792717	0.8832866479925303	4.061624649859944
terra	0.4011204481792717	0.8863990040460629	4.0662931839402425
adele	0.40087145969498905	0.8879551820728291	4.037659508247743
geese	0.3991907874260815	0.8674136321195145	4.065670712729537
ester	0.39844382197323375	0.8854652972300031	4.058201058201059
steer	0.39844382197323375	0.8938686585745409	4.059446000622471
terse	0.39844382197323375	0.9028944911297853	4.094926859632742
peale	0.39775910364145656	0.906318082788671	4.131652661064426
arose	0.3971988795518207	0.892623716153128	3.983504512916278
erato	0.3967009025832555	0.9019607843137255	3.9785247432306257
orate	0.39670090258325547	0.898848428260193	3.982882041705571
pease	0.3949579831932773	0.8832866479925303	4.06504824151883
eagle	0.3942732648615001	0.8807967631497043	4.068160597572362
lares	0.39402427637721754	0.903828197945845	3.9751011515717396
alert	0.39352629940865236	0.9140989729225023	4.027077497665733
alter	0.39352629940865236	0.907563025210084	3.991596638655462
later	0.39352629940865236	0.9084967320261438	3.991285403050109
sneer	0.3933395580454404	0.8863990040460629	4.062869592281357
enter	0.3928415810768752	0.8873327108621226	4.081543728602552
ernie	0.39246809835045127	0.900093370681606	4.132275132275132
deane	0.3924680983504512	0.8991596638655462	4.104886399004046
irene	0.3924680983504512	0.8997821350762527	4.139122315592904
leone	0.3917211328976034	0.9028944911297853	4.135076252723311
steel	0.3908496732026144	0.9035169623404917	4.071584189231248
sleet	0.3908496732026143	0.9125427948957361	4.095238095238095
aster	0.3907251789604731	0.907563025210084	4.015561780267663
stare	0.3907251789604731	0.9190787426081544	4.040149393090569
elsie	0.3904761904761904	0.9088079676314971	4.124183006535947
aries	0.3903516962340492	0.8979147214441332	4.016495487083723
aires	0.39035169623404914	0.9007158418923125	4.0059134765017115
arise	0.39035169623404914	0.9022720199190788	4.019296607531902
raise	0.39035169623404914	0.9094304388422035	4.020230314347962
tater	0.3902272019919079	0.8835978835978836	4.06598194833489
treat	0.39022720199190786	0.8867102396514162	4.0432617491441025
elite	0.38997821350762524	0.8972922502334267	4.068471833177716
artie	0.38985371926548396	0.9010270774976658	3.9847494553376905
irate	0.3898537192654839	0.903828197945845	3.9981325863678805
aorta	0.3889822595704948	0.8969810146280734	4.134765017117958
ellen	0.3885465297230003	0.8481170245876128	4.011204481792717
levee	0.38848428260192963	0.8646125116713352	4.128540305010893
renal	0.388422035480859	0.905073140367258	3.9698101462807345
arlen	0.38842203548085896	0.9032057267351385	3.956738250855898
learn	0.38842203548085896	0.9041394335511983	3.93588546529723
reave	0.3883597883597883	0.8739495798319328	4.080921257391846
estes	0.3880485527544351	0.8615001556178027	4.083722377840025
oases	0.38680361033302213	0.8571428571428571	3.9894179894179893
algae	0.38655462184873945	0.8839091192032369	4.060690943043884
salle	0.3864301276065982	0.8966697790227202	4.064425770308123
altar	0.3858076563958917	0.9010270774976658	4.099595393713041
snare	0.38562091503267976	0.9172113289760349	4.027388733271086
leila	0.3855586679116091	0.8807967631497043	4.008403361344538
arent	0.38512293806411446	0.9156551509492686	4.030812324929972
abase	0.38456271397447866	0.8795518207282913	4.090569561157796
abate	0.3840647370059134	0.8795518207282913	4.074074074074074
alone	0.3840024898848428	0.911297852474323	4.028633675692499
leona	0.38400248988484276	0.9156551509492686	4.042639277933396
aaron	0.38387799564270153	0.8823529411764706	4.034235916588858
emcee	0.3837535014005602	0.8624338624338624	4.093993152816682
agate	0.383255524431995	0.8885776532835357	4.085901027077497
least	0.3831310301898537	0.9249922191098662	4.032679738562091
stale	0.3831310301898537	0.9206349206349206	4.025210084033613
steal	0.3831310301898537	0.9215686274509803	4.0208527855586675
slate	0.38313103018985367	0.9256146903205726	4.0059134765017115
aware	0.3829442888266418	0.8795518207282913	4.1042639277933395
essen	0.3829442888266418	0.8431372549019608	4.044817927170868
sense	0.3829442888266417	0.8723934018051666	4.113289760348584
aisle	0.38275754746342977	0.9134765017117958	4.037970743853097
steen	0.38244631185807654	0.9119203236850296	4.155306567071273
tense	0.38244631185807654	0.9119203236850296	4.133520074696546
tenet	0.3819483348895114	0.8683473389355743	4.093681917211329
paean	0.3816370992841581	0.8882664176781824	4.100840336134453
error	0.38082788671023965	0.8356676003734828	3.973856209150327
allen	0.3808278867102396	0.8839091192032369	4.045440398381575
leave	0.3807656395891689	0.8935574229691877	4.1456582633053225
eaton	0.38070339246809837	0.9060068471833178	4.016184251478369
atone	0.3807033924680983	0.9060068471833178	4.019607843137255
asset	0.38032990974167447	0.8904450669156552	4.06504824151883
euler	0.3801431683784625	0.8758169934640523	4.031123560535325
ceres	0.3799564270152505	0.8761282290694056	4.023653906006847
state	0.3798319327731093	0.8957360722066604	4.090258325552443
taste	0.3798319327731093	0.903828197945845	4.10146280734516
erect	0.3794584500466853	0.8888888888888888	4.060379707438531
crete	0.37945845004668527	0.8923124805477747	4.094615624027389
leery	0.3785869903516962	0.8867102396514162	4.0547774665421725
ecole	0.3783380018674136	0.8870214752567693	4.079053843759726
eagan	0.37815126050420167	0.8758169934640523	4.075941487706194
saran	0.3779022720199191	0.8932461873638344	4.029567382508559
erode	0.37727980080921253	0.8854652972300031	4.118269530034236
alien	0.3771553065670713	0.906318082788671	4.008714596949891
peace	0.3759726112667289	0.900093370681606	4.134142545907252
atlas	0.3754123871770931	0.8982259570494865	4.0890133831310305
greer	0.3751011515717398	0.8518518518518519	4.111422346716465
